"ID","N2_set6","N2_set5","e113_set6","e113_set5","padj","log2FoldChange","pvalue","stat","foldChange","log10padj"
"WBGene00000004",121.325354097137,190.546712638403,507.579340433917,498.008400648834,0.000313816683875919,1.69072322296733,1.79763090066477e-05,18.3925112993189,3.22818492030592,3.50332397112946
"WBGene00000006",371.997573306099,321.336172200856,811.131691085573,742.734178287264,0.00161565012355292,1.16369161881916,0.000155466113264436,14.3048221536083,2.24029950524099,2.79165268184225
"WBGene00000016",45.120999457613,16.9124301158345,236.870358869161,128.352680579596,0.0015384966008398,2.55063638566255,0.000146205781125809,14.4204522391091,5.85892663870722,2.81290345894733
"WBGene00000115",2115.67353012363,1735.21532988462,5474.89010142545,3848.0133637763,0.00198500198095009,1.27543547549764,0.000201729364058617,13.8149064954826,2.42071875877146,2.70223905549267
"WBGene00000170",1025.75072100307,1396.96672756793,2782.7290899083,3101.85644734024,0.000901248168036327,1.28058613473169,7.40426231889653e-05,15.704632074231,2.42937656969034,3.04515560506033
"WBGene00000237",365.981440045083,436.340696988531,886.770965346314,1025.11007556238,0.000840715724803486,1.25332533140058,6.74853775704325e-05,15.8800777127168,2.38390266465354,3.07535082943366
"WBGene00000246",60.1613326101507,31.5698695495578,402.082457912358,281.520212737915,1.6058080787e-06,2.8923568821868,2.22902823561774e-08,31.2840554224402,7.42482427736777,5.79430636151203
"WBGene00000287",32.086044058747,33.8248602316691,169.193113477972,92.4139300173093,0.0034253378439884,1.98755893448935,0.000402873530807808,12.5188186825097,3.96565434461292,2.46529658722443
"WBGene00000387",106.2850209446,163.486824453067,430.944812564483,468.059441846928,0.000226895662782398,1.73861205545379,1.15863434358451e-05,19.2302397847675,3.3371396382052,3.64417380577956
"WBGene00000395",119.319976343466,244.666489009073,640.943323998907,672.568046237085,0.000829687012113205,1.85321609424484,6.63916370474357e-05,15.9110027093677,3.61304718077196,3.08108570828364
"WBGene00000399",39.104866196598,18.0399254568902,1917.85370395325,1851.70133849498,5.3264512985867e-30,6.03312273803818,2.67644057463059e-33,144.562740934618,65.4863691132602,29.2735620395151
"WBGene00000402",110.295776451943,62.01224375806,2315.95514743083,3308.0764208048,1.88052387806892e-21,5.02546582346708,1.65362315765121e-24,104.399619536905,32.5698647451622,20.7257211477254
"WBGene00000443",309.830862942276,326.973648906135,792.221872520388,670.000992625493,0.00131965153762601,1.1991459827594,0.000120742827942034,14.7810492643767,2.29603714630213,2.87954073187365
"WBGene00000458",76.2043546395242,41.7173276190585,170.188367086666,201.941550778565,0.00639925953916412,1.6547249135199,0.000862076098839513,11.1025820742866,3.14863148241127,2.19387027549413
"WBGene00000482",379.016395443949,658.457279176492,1560.55765843212,1737.03961051054,0.000469853613267253,1.66901729600221,3.10166539503726e-05,17.3544782650329,3.17997912730416,3.32803742898529
"WBGene00000512",615.650970377209,569.385147233096,1534.68106460608,1053.34766528989,0.00838157254663515,1.12656200019454,0.00119503609577676,10.4980033499592,2.18337812090622,2.07667449160183
"WBGene00000521",6.01613326101507,11.2749534105564,41.8006515651461,115.517412521637,0.00193983716998947,3.19617074002025,0.000195555471253885,13.8733147284359,9.16522780570253,2.71223472323624
"WBGene00000526",86.2312434078827,32.6973648906135,275.685249608225,214.776818836524,0.0040832049109079,2.03951493356797,0.000497032291774355,12.1267664026406,4.11107283933012,2.38899882496469
"WBGene00000594",41529.367900787,66214.4188941743,164869.731801806,119198.567400659,0.00291579370183542,1.39863793879189,0.000330020743088213,12.8918234453208,2.6365254790202,2.53524320645966
