Sequence ID,Wormbase ID,Category 1,Category 2,Category 3
F09F9.5,WBGene00045395,Unknown,Unknown,Unknown
F10A3.16,WBGene00008638,Unknown,Unknown,Unknown
F10A3.17,WBGene00045507,Unknown,Unknown,Unknown
F10C1.9,WBGene00044296,Unknown,Unknown,Unknown
F10E7.6,WBGene00017348,Unknown,Unknown,Unknown
F10G7.9,WBGene00017372,Unknown,Unknown,Unknown
F11D5.1,WBGene00017380,Unknown,Unknown,Unknown
F11F1.8,WBGene00044399,Unknown,Unknown,Unknown
F12A10.6,WBGene00017395,Unknown,Unknown,Unknown
F12A10.9,WBGene00077704,Unknown,Unknown,Unknown
F12E12.1,WBGene00017402,Unknown,Unknown,Unknown
F13A7.14,WBGene00045357,Unknown,Unknown,Unknown
F13B6.3,WBGene00017418,Unknown,Unknown,Unknown
F13D12.8,WBGene00008742,Unknown,Unknown,Unknown
F13E9.14,WBGene00045207,Unknown,Unknown,Unknown
F13E9.16,WBGene00045209,Unknown,Unknown,Unknown
F13H8.6,WBGene00017439,Unknown,Unknown,Unknown
F14B6.2,WBGene00008783,Unknown,Unknown,Unknown
F14D7.14,WBGene00045490,Unknown,Unknown,Unknown
F14H12.2,WBGene00017470,Unknown,Unknown,Unknown
F14H12.7,WBGene00017474,Unknown,Unknown,Unknown
F14H12.8,WBGene00017475,Unknown,Unknown,Unknown
F14H8.8,WBGene00077582,Unknown,Unknown,Unknown
F15B9.10,WBGene00045418,Unknown,Unknown,Unknown
F16B3.2,WBGene00017502,Unknown,Unknown,Unknown
F16B3.3,WBGene00044774,Unknown,Unknown,Unknown
F16C3.2,WBGene00008886,Unknown,Unknown,Unknown
F16C3.3,WBGene00023415,Unknown,Unknown,Unknown
F16G10.15,WBGene00017529,Unknown,Unknown,Unknown
F16H6.9,WBGene00008899,Unknown,Unknown,Unknown
F17C11.4,WBGene00008915,Unknown,Unknown,Unknown
F17C8.3,WBGene00008910,Unknown,Unknown,Unknown
F18A11.2,WBGene00008929,Unknown,Unknown,Unknown
F18E9.8,WBGene00044780,Unknown,Unknown,Unknown
F19B10.10,WBGene00017589,Unknown,Unknown,Unknown
F19B10.5,WBGene00017587,Unknown,Unknown,Unknown
F19C7.6,WBGene00017596,Unknown,Unknown,Unknown
F19G12.8,WBGene00195184,Unknown,Unknown,Unknown
F20A1.2,WBGene00017614,Unknown,Unknown,Unknown
F20A1.6,WBGene00017618,Unknown,Unknown,Unknown
F20B10.3,WBGene00008967,Unknown,Unknown,Unknown
F20G2.6,WBGene00008989,Unknown,Unknown,Unknown
F21D9.11,WBGene00219452,Unknown,Unknown,Unknown
F21F8.6,WBGene00017680,Unknown,Unknown,Unknown
F21G4.3,WBGene00009024,Unknown,Unknown,Unknown
F21H12.3,WBGene00017685,Unknown,Unknown,Unknown
F21H12.7,WBGene00044287,Unknown,Unknown,Unknown
F22B5.6,WBGene00009044,Unknown,Unknown,Unknown
F22B7.1,WBGene00017692,Unknown,Unknown,Unknown
F22D6.8,WBGene00043279,Unknown,Unknown,Unknown
F23A7.3,WBGene00009068,Unknown,Unknown,Unknown
F23A7.6,WBGene00009071,Unknown,Unknown,Unknown
F23D12.10,WBGene00045291,Unknown,Unknown,Unknown
F23F1.7,WBGene00017748,Unknown,Unknown,Unknown
F25F8.1,WBGene00017795,Unknown,Unknown,Unknown
F25H5.10,WBGene00077773,Unknown,Unknown,Unknown
F26A1.9,WBGene00017807,Unknown,Unknown,Unknown
F26D11.12,WBGene00045392,Unknown,Unknown,Unknown
F26F2.13,WBGene00219309,Unknown,Unknown,Unknown
F26F2.8,WBGene00023504,Unknown,Unknown,Unknown
F26F4.5,WBGene00017827,Unknown,Unknown,Unknown
F26G1.11,WBGene00045455,Unknown,Unknown,Unknown
F26G1.5,WBGene00017841,Unknown,Unknown,Unknown
F28B12.6,WBGene00206371,Unknown,Unknown,Unknown
F28E10.1,WBGene00017900,Unknown,Unknown,Unknown
F28F5.4,WBGene00043297,Unknown,Unknown,Unknown
F29B9.12,WBGene00044482,Unknown,Unknown,Unknown
F30A10.13,WBGene00044680,Unknown,Unknown,Unknown
F31B9.2,WBGene00009279,Unknown,Unknown,Unknown
F31E9.6,WBGene00009299,Unknown,Unknown,Unknown
F32B4.1,WBGene00009312,Unknown,Unknown,Unknown
F33E2.10,WBGene00077769,Unknown,Unknown,Unknown
F35C8.8,WBGene00018038,Unknown,Unknown,Unknown
F35D2.6,WBGene00194916,Unknown,Unknown,Unknown
F35E12.2,WBGene00009426,Unknown,Unknown,Unknown
F35E2.1,WBGene00009409,Unknown,Unknown,Unknown
F35E2.7,WBGene00009414,Unknown,Unknown,Unknown
F35F10.1,WBGene00018052,Unknown,Unknown,Unknown
F35F10.13,WBGene00018062,Unknown,Unknown,Unknown
F35G2.5,WBGene00009438,Unknown,Unknown,Unknown
F36D3.16,WBGene00219326,Unknown,Unknown,Unknown
F36H5.13,WBGene00206519,Unknown,Unknown,Unknown
F37C12.21,WBGene00194742,Unknown,Unknown,Unknown
F37C4.4,WBGene00018144,Unknown,Unknown,Unknown
F38A1.9,WBGene00009522,Unknown,Unknown,Unknown
F38A5.22,WBGene00235391,Unknown,Unknown,Unknown
F38B6.2,WBGene00018172,Unknown,Unknown,Unknown
F38B7.10,WBGene00077536,Unknown,Unknown,Unknown
F38C2.1,WBGene00009535,Unknown,Unknown,Unknown
F38E9.4,WBGene00018186,Unknown,Unknown,Unknown
F39H12.1,WBGene00018212,Unknown,Unknown,Unknown
F40A3.2,WBGene00018217,Unknown,Unknown,Unknown
F40G9.18,WBGene00189954,Unknown,Unknown,Unknown
F40G9.19,WBGene00189955,Unknown,Unknown,Unknown
F40H3.6,WBGene00018252,Unknown,Unknown,Unknown
F41B5.11,WBGene00023039,Unknown,Unknown,Unknown
F41E6.12,WBGene00018293,Unknown,Unknown,Unknown
F41E6.17,WBGene00194909,Unknown,Unknown,Unknown
F41G3.18,WBGene00044221,Unknown,Unknown,Unknown
F41G4.5,WBGene00018309,Unknown,Unknown,Unknown
F42A6.5,WBGene00018327,Unknown,Unknown,Unknown
F42A9.9,WBGene00018338,Unknown,Unknown,Unknown
F42G4.7,WBGene00009644,Unknown,Unknown,Unknown
F43C11.1,WBGene00018378,Unknown,Unknown,Unknown
F44D12.16,WBGene00194914,Unknown,Unknown,Unknown
F46A8.11,WBGene00014761,Unknown,Unknown,Unknown
F46A8.13,WBGene00219950,Unknown,Unknown,Unknown
F46B3.14,WBGene00009765,Unknown,Unknown,Unknown
F46B6.5,WBGene00009770,Unknown,Unknown,Unknown
F46B6.9,WBGene00009774,Unknown,Unknown,Unknown
F46C3.6,WBGene00045253,Unknown,Unknown,Unknown
F46C3.7,WBGene00164974,Unknown,Unknown,Unknown
F46C5.2,WBGene00009779,Unknown,Unknown,Unknown
F46E10.18,WBGene00206358,Unknown,Unknown,Unknown
F46F3.3,WBGene00009791,Unknown,Unknown,Unknown
F46F5.10,WBGene00018501,Unknown,Unknown,Unknown
F46F5.11,WBGene00018502,Unknown,Unknown,Unknown
F47B10.5,WBGene00009816,Unknown,Unknown,Unknown
F48A11.4,WBGene00018585,Unknown,Unknown,Unknown
F48B9.1,WBGene00018587,Unknown,Unknown,Unknown
F48E8.8,WBGene00044410,Unknown,Unknown,Unknown
F48G7.4,WBGene00018615,Unknown,Unknown,Unknown
F49B2.7,WBGene00086555,Unknown,Unknown,Unknown
F49C5.12,WBGene00184956,Unknown,Unknown,Unknown
F49D11.4,WBGene00018628,Unknown,Unknown,Unknown
F49E10.4,WBGene00018641,Unknown,Unknown,Unknown
F49E12.7,WBGene00009900,Unknown,Unknown,Unknown
F52B10.3,WBGene00044304,Unknown,Unknown,Unknown
F52C6.12,WBGene00018669,Unknown,Unknown,Unknown
F53B1.3,WBGene00018736,Unknown,Unknown,Unknown
F53B7.4,WBGene00009967,Unknown,Unknown,Unknown
F53F4.12,WBGene00009994,Unknown,Unknown,Unknown
F53F4.4,WBGene00009988,Unknown,Unknown,Unknown
F53F8.4,WBGene00010001,Unknown,Unknown,Unknown
F53G2.2,WBGene00018767,Unknown,Unknown,Unknown
F53H4.2,WBGene00010007,Unknown,Unknown,Unknown
F54A3.6,WBGene00018785,Unknown,Unknown,Unknown
F54C9.14,WBGene00175035,Unknown,Unknown,Unknown
F54D10.4,WBGene00018805,Unknown,Unknown,Unknown
F54D11.4,WBGene00018814,Unknown,Unknown,Unknown
F54F12.2,WBGene00010073,Unknown,Unknown,Unknown
F54F7.6,WBGene00010066,Unknown,Unknown,Unknown
F54H12.4,WBGene00018844,Unknown,Unknown,Unknown
F55A3.2,WBGene00018848,Unknown,Unknown,Unknown
F55A4.7,WBGene00018859,Unknown,Unknown,Unknown
F55G11.1,WBGene00010122,Unknown,Unknown,Unknown
F55H2.8,WBGene00219298,Unknown,Unknown,Unknown
F56B3.2,WBGene00018928,Unknown,Unknown,Unknown
F56B3.3,WBGene00018929,Unknown,Unknown,Unknown
F56C3.8,WBGene00018945,Unknown,Unknown,Unknown
F56D6.14,WBGene00044476,Unknown,Unknown,Unknown
F56F4.4,WBGene00018981,Unknown,Unknown,Unknown
F57B1.9,WBGene00045488,Unknown,Unknown,Unknown
F57G12.1,WBGene00010221,Unknown,Unknown,Unknown
F58A4.2,WBGene00010227,Unknown,Unknown,Unknown
F58A6.2,WBGene00019023,Unknown,Unknown,Unknown
F58D5.5,WBGene00010244,Unknown,Unknown,Unknown
F58H1.7,WBGene00010290,Unknown,Unknown,Unknown
F58H7.1,WBGene00019067,Unknown,Unknown,Unknown
F59A1.11,WBGene00010297,Unknown,Unknown,Unknown
F59A3.13,WBGene00194697,Unknown,Unknown,Unknown
F59A7.5,WBGene00019092,Unknown,Unknown,Unknown
F59A7.8,WBGene00019095,Unknown,Unknown,Unknown
F59B1.2,WBGene00019097,Unknown,Unknown,Unknown
F59C6.14,WBGene00044792,Unknown,Unknown,Unknown
F59D8.3,WBGene00196684,Unknown,Unknown,Unknown
C44C8.7,WBGene00045298,Unknown,Unknown,Unknown
C37A5.2,WBGene00007989,Unknown,Unknown,Unknown
C12D8.14,WBGene00007541,Unknown,Unknown,Unknown
Y43F8C.20,WBGene00012840,Unknown,Unknown,Unknown
H01G02.3,WBGene00010350,Unknown,Unknown,Unknown
H13N06.2,WBGene00010396,Unknown,Unknown,Unknown
H25K10.4,WBGene00010413,Unknown,Unknown,Unknown
H25P06.5,WBGene00219319,Unknown,Unknown,Unknown
H31G24.2,WBGene00023314,Unknown,Unknown,Unknown
H38K22.7,WBGene00044912,Unknown,Unknown,Unknown
H39E23.2,WBGene00010432,Unknown,Unknown,Unknown
H41C03.2,WBGene00019269,Unknown,Unknown,Unknown
C13G3.2,WBGene00001991,Unknown,Unknown,Unknown
D2063.4,WBGene00044529,Unknown,Unknown,Unknown
F15E11.3,WBGene00017492,Unknown,Unknown,Unknown
F15E11.4,WBGene00017493,Unknown,Unknown,Unknown
H25K10.6,WBGene00010415,Unknown,Unknown,Unknown
K04F1.14,WBGene00019393,Unknown,Unknown,Unknown
T11F1.6,WBGene00020430,Unknown,Unknown,Unknown
K01A2.12,WBGene00086561,Unknown,Unknown,Unknown
K01A6.7,WBGene00045096,Unknown,Unknown,Unknown
K01B6.3,WBGene00010454,Unknown,Unknown,Unknown
K02A6.2,WBGene00019293,Unknown,Unknown,Unknown
K02B12.9,WBGene00044679,Unknown,Unknown,Unknown
K02B2.6,WBGene00019297,Unknown,Unknown,Unknown
K02D10.3,WBGene00019303,Unknown,Unknown,Unknown
K02D3.1,WBGene00010504,Unknown,Unknown,Unknown
K02E2.1,WBGene00010506,Unknown,Unknown,Unknown
K02E7.11,WBGene00019315,Unknown,Unknown,Unknown
K02E7.12,WBGene00019316,Unknown,Unknown,Unknown
K03D3.2,WBGene00010528,Unknown,Unknown,Unknown
K03E5.2,WBGene00019361,Unknown,Unknown,Unknown
K04C2.7,WBGene00044311,Unknown,Unknown,Unknown
K05F1.9,WBGene00019410,Unknown,Unknown,Unknown
K05F6.12,WBGene00045486,Unknown,Unknown,Unknown
K05F6.14,WBGene00219239,Unknown,Unknown,Unknown
K05G3.1,WBGene00019422,Unknown,Unknown,Unknown
K06A4.2,WBGene00010592,Unknown,Unknown,Unknown
K06B9.6,WBGene00044478,Unknown,Unknown,Unknown
K06G5.1,WBGene00004716,Unknown,Unknown,Unknown
K07F5.17,WBGene00045180,Unknown,Unknown,Unknown
K08B5.1,WBGene00019518,Unknown,Unknown,Unknown
K08D9.9,WBGene00235094,Unknown,Unknown,Unknown
K08E5.1,WBGene00014801,Unknown,Unknown,Unknown
K08F11.6,WBGene00023323,Unknown,Unknown,Unknown
K08F4.12,WBGene00010680,Unknown,Unknown,Unknown
K08H2.10,WBGene00164968,Unknown,Unknown,Unknown
K09C4.10,WBGene00019554,Unknown,Unknown,Unknown
K09E2.1,WBGene00019570,Unknown,Unknown,Unknown
K09F6.4,WBGene00019587,Unknown,Unknown,Unknown
K09H11.9,WBGene00044539,Unknown,Unknown,Unknown
K10C2.8,WBGene00045265,Unknown,Unknown,Unknown
K10C8.4,WBGene00010737,Unknown,Unknown,Unknown
K10C9.9,WBGene00044515,Unknown,Unknown,Unknown
K10H10.12,WBGene00045403,Unknown,Unknown,Unknown
K11C4.14,WBGene00220023,Unknown,Unknown,Unknown
K11H3.8,WBGene00185002,Unknown,Unknown,Unknown
K12B6.4,WBGene00019669,Unknown,Unknown,Unknown
K12B6.9,WBGene00023432,Unknown,Unknown,Unknown
M01B12.4,WBGene00019697,Unknown,Unknown,Unknown
M01G5.1,WBGene00019715,Unknown,Unknown,Unknown
M03B6.5,WBGene00010837,Unknown,Unknown,Unknown
M05B5.7,WBGene00194654,Unknown,Unknown,Unknown
M151.2,WBGene00019794,Unknown,Unknown,Unknown
M151.9,WBGene00219238,Unknown,Unknown,Unknown
M176.10,WBGene00010946,Unknown,Unknown,Unknown
M199.7,WBGene00010955,Unknown,Unknown,Unknown
M57.1,WBGene00019777,Unknown,Unknown,Unknown
H20J04.3,WBGene00019218,Unknown,Unknown,Unknown
T19B10.9,WBGene00011836,Unknown,Unknown,Unknown
T08E11.2,WBGene00020358,Unknown,Unknown,Unknown
T08E11.4,WBGene00020360,Unknown,Unknown,Unknown
Y39D8B.3,WBGene00021451,Unknown,Unknown,Unknown
ZC410.5,WBGene00013882,Unknown,Unknown,Unknown
R11.2,WBGene00011227,Unknown,Unknown,Unknown
C02B4.4,WBGene00045386,Unknown,Unknown,Unknown
H12D21.14,WBGene00044273,Unknown,Unknown,Unknown
H12D21.15,WBGene00044274,Unknown,Unknown,Unknown
F35C5.10,WBGene00009398,Unknown,Unknown,Unknown
F53C11.2,WBGene00009972,Unknown,Unknown,Unknown
Y57G11C.50,WBGene00023520,Unknown,Unknown,Unknown
T19D12.7,WBGene00020582,Unknown,Unknown,Unknown
F22G12.1,WBGene00009061,Unknown,Unknown,Unknown
Y82E9BR.21,WBGene00022353,Unknown,Unknown,Unknown
C17H1.3,WBGene00007656,Unknown,Unknown,Unknown
C29F9.4,WBGene00016219,Unknown,Unknown,Unknown
C17H1.7,WBGene00007660,Unknown,Unknown,Unknown
F17A2.3,WBGene00008902,Unknown,Unknown,Unknown
M4.2,WBGene00004240,Unknown,Unknown,Unknown
R01H2.1,WBGene00019809,Unknown,Unknown,Unknown
R03A10.5,WBGene00010985,Unknown,Unknown,Unknown
R03H10.2,WBGene00019855,Unknown,Unknown,Unknown
R03H10.5,WBGene00019857,Unknown,Unknown,Unknown
R04B5.7,WBGene00011005,Unknown,Unknown,Unknown
R04D3.2,WBGene00011010,Unknown,Unknown,Unknown
R05D7.1,WBGene00011026,Unknown,Unknown,Unknown
R05F9.7,WBGene00019891,Unknown,Unknown,Unknown
R05H11.2,WBGene00019908,Unknown,Unknown,Unknown
R07A4.4,WBGene00011075,Unknown,Unknown,Unknown
R07B1.5,WBGene00011077,Unknown,Unknown,Unknown
R07D5.2,WBGene00011101,Unknown,Unknown,Unknown
R07E3.2,WBGene00011103,Unknown,Unknown,Unknown
R07E5.17,WBGene00011121,Unknown,Unknown,Unknown
R09E10.2,WBGene00011172,Unknown,Unknown,Unknown
R09F10.3,WBGene00019987,Unknown,Unknown,Unknown
R09H3.2,WBGene00043469,Unknown,Unknown,Unknown
R102.11,WBGene00077714,Unknown,Unknown,Unknown
R10D12.7,WBGene00011188,Unknown,Unknown,Unknown
R10D12.8,WBGene00011189,Unknown,Unknown,Unknown
R11D1.7,WBGene00011246,Unknown,Unknown,Unknown
R12B2.8,WBGene00044411,Unknown,Unknown,Unknown
R12C12.7,WBGene00020027,Unknown,Unknown,Unknown
R12C12.8,WBGene00020028,Unknown,Unknown,Unknown
R13D11.3,WBGene00020057,Unknown,Unknown,Unknown
R52.10,WBGene00020081,Unknown,Unknown,Unknown
ZK867.3,WBGene00044283,Unknown,Unknown,Unknown
C02A12.10,WBGene00044090,Unknown,Unknown,Unknown
Y22D7AR.8,WBGene00005141,Unknown,Unknown,Unknown
F20E11.13,WBGene00005374,Unknown,Unknown,Unknown
C47E8.2,WBGene00005242,Unknown,Unknown,Unknown
Y59A8B.5,WBGene00005511,Unknown,Unknown,Unknown
T06C10.2,WBGene00020288,Unknown,Unknown,Unknown
F18E3.9,WBGene00005825,Unknown,Unknown,Unknown
C25F9.7,WBGene00005833,Unknown,Unknown,Unknown
C32H11.2,WBGene00007865,Unknown,Unknown,Unknown
T01B7.9,WBGene00011314,Unknown,Unknown,Unknown
T01D1.8,WBGene00044641,Unknown,Unknown,Unknown
T02D1.4,WBGene00011371,Unknown,Unknown,Unknown
T02E1.8,WBGene00011380,Unknown,Unknown,Unknown
T02G6.1,WBGene00011384,Unknown,Unknown,Unknown
T02H6.5,WBGene00020175,Unknown,Unknown,Unknown
T03D3.5,WBGene00020183,Unknown,Unknown,Unknown
T03F6.4,WBGene00011400,Unknown,Unknown,Unknown
T03G11.9,WBGene00044584,Unknown,Unknown,Unknown
T04A8.18,WBGene00119203,Unknown,Unknown,Unknown
T04F8.9,WBGene00011447,Unknown,Unknown,Unknown
T04G9.6,WBGene00020217,Unknown,Unknown,Unknown
T05A12.3,WBGene00020234,Unknown,Unknown,Unknown
T05A8.3,WBGene00020229,Unknown,Unknown,Unknown
T05A8.6,WBGene00020232,Unknown,Unknown,Unknown
T05A8.8,WBGene00044367,Unknown,Unknown,Unknown
T05C12.9,WBGene00011472,Unknown,Unknown,Unknown
T05E12.9,WBGene00045500,Unknown,Unknown,Unknown
T05H4.8,WBGene00020271,Unknown,Unknown,Unknown
T06A1.1,WBGene00020277,Unknown,Unknown,Unknown
T06D10.3,WBGene00077558,Unknown,Unknown,Unknown
T07C4.12,WBGene00044891,Unknown,Unknown,Unknown
T08A9.13,WBGene00044442,Unknown,Unknown,Unknown
T08B1.4,WBGene00020341,Unknown,Unknown,Unknown
T08B2.12,WBGene00020350,Unknown,Unknown,Unknown
T08D10.3,WBGene00011616,Unknown,Unknown,Unknown
T08D10.4,WBGene00044148,Unknown,Unknown,Unknown
T09B9.5,WBGene00011646,Unknown,Unknown,Unknown
T10C6.16,WBGene00077607,Unknown,Unknown,Unknown
T10D4.6,WBGene00020408,Unknown,Unknown,Unknown
T10G3.2,WBGene00011693,Unknown,Unknown,Unknown
T11F8.5,WBGene00044499,Unknown,Unknown,Unknown
T12A7.6,WBGene00011727,Unknown,Unknown,Unknown
T12A7.9,WBGene00185100,Unknown,Unknown,Unknown
T13C2.2,WBGene00020478,Unknown,Unknown,Unknown
T13G4.5,WBGene00020492,Unknown,Unknown,Unknown
T14B4.8,WBGene00020502,Unknown,Unknown,Unknown
T14G12.12,WBGene00235110,Unknown,Unknown,Unknown
T16G12.9,WBGene00011810,Unknown,Unknown,Unknown
T18D3.6,WBGene00011823,Unknown,Unknown,Unknown
T19D2.3,WBGene00020568,Unknown,Unknown,Unknown
T20B6.3,WBGene00020599,Unknown,Unknown,Unknown
T20F7.5,WBGene00020632,Unknown,Unknown,Unknown
T21B4.15,WBGene00043054,Unknown,Unknown,Unknown
T21D12.11,WBGene00020650,Unknown,Unknown,Unknown
T21E8.6,WBGene00164971,Unknown,Unknown,Unknown
T22B2.3,WBGene00020667,Unknown,Unknown,Unknown
T22B2.6,WBGene00020670,Unknown,Unknown,Unknown
T22B7.8,WBGene00044570,Unknown,Unknown,Unknown
T22C1.5,WBGene00011916,Unknown,Unknown,Unknown
T22C8.6,WBGene00011927,Unknown,Unknown,Unknown
T22F3.10,WBGene00020699,Unknown,Unknown,Unknown
T22F7.4,WBGene00020703,Unknown,Unknown,Unknown
T23B3.1,WBGene00020709,Unknown,Unknown,Unknown
T23B5.3,WBGene00011940,Unknown,Unknown,Unknown
T23E7.2,WBGene00020732,Unknown,Unknown,Unknown
T23F11.6,WBGene00011957,Unknown,Unknown,Unknown
T23F2.4,WBGene00020737,Unknown,Unknown,Unknown
T23F4.1,WBGene00020739,Unknown,Unknown,Unknown
T23F6.1,WBGene00011949,Unknown,Unknown,Unknown
T24A6.20,WBGene00020756,Unknown,Unknown,Unknown
T24C12.1,WBGene00020764,Unknown,Unknown,Unknown
T24C2.5,WBGene00011984,Unknown,Unknown,Unknown
T24D3.2,WBGene00023492,Unknown,Unknown,Unknown
T24E12.13,WBGene00195077,Unknown,Unknown,Unknown
T24F1.7,WBGene00011999,Unknown,Unknown,Unknown
T25E12.16,WBGene00194715,Unknown,Unknown,Unknown
T25G12.11,WBGene00020817,Unknown,Unknown,Unknown
T26A8.1,WBGene00020824,Unknown,Unknown,Unknown
T26G10.7,WBGene00206420,Unknown,Unknown,Unknown
T28A11.22,WBGene00044526,Unknown,Unknown,Unknown
T28A11.6,WBGene00020873,Unknown,Unknown,Unknown
T28C6.10,WBGene00045183,Unknown,Unknown,Unknown
T28C6.11,WBGene00206515,Unknown,Unknown,Unknown
Y76A2A.1,WBGene00006509,Unknown,Unknown,Unknown
F56F11.5,WBGene00018992,Unknown,Unknown,Unknown
C37C3.13,WBGene00016505,Unknown,Unknown,Unknown
F09A5.9,WBGene00045245,Unknown,Unknown,Unknown
F22A3.2,WBGene00017688,Unknown,Unknown,Unknown
H01M10.3,WBGene00045268,Unknown,Unknown,Unknown
E02C12.13,WBGene00023485,Unknown,Unknown,Unknown
W02B8.1,WBGene00012197,Unknown,Unknown,Unknown
W02D7.3,WBGene00020939,Unknown,Unknown,Unknown
W03B1.3,WBGene00020973,Unknown,Unknown,Unknown
W03H9.1,WBGene00012227,Unknown,Unknown,Unknown
W04G3.12,WBGene00044151,Unknown,Unknown,Unknown
W04G5.4,WBGene00012265,Unknown,Unknown,Unknown
W04G5.9,WBGene00012269,Unknown,Unknown,Unknown
W05E10.5,WBGene00012282,Unknown,Unknown,Unknown
W06D11.1,WBGene00012299,Unknown,Unknown,Unknown
W06G6.20,WBGene00219308,Unknown,Unknown,Unknown
W07G4.8,WBGene00077788,Unknown,Unknown,Unknown
W08A12.2,WBGene00021079,Unknown,Unknown,Unknown
W08E12.8,WBGene00021089,Unknown,Unknown,Unknown
W08F4.11,WBGene00021100,Unknown,Unknown,Unknown
W08F4.5,WBGene00021094,Unknown,Unknown,Unknown
W09C2.7,WBGene00185095,Unknown,Unknown,Unknown
W09C2.8,WBGene00185116,Unknown,Unknown,Unknown
W09C3.8,WBGene00021115,Unknown,Unknown,Unknown
W09H1.4,WBGene00012374,Unknown,Unknown,Unknown
W10D9.1,WBGene00021129,Unknown,Unknown,Unknown
W10G11.1,WBGene00021134,Unknown,Unknown,Unknown
Y102A5C.5,WBGene00014954,Unknown,Unknown,Unknown
Y102E9.5,WBGene00044452,Unknown,Unknown,Unknown
Y105C5A.1272,WBGene00194913,Unknown,Unknown,Unknown
Y105E8A.28,WBGene00013685,Unknown,Unknown,Unknown
Y105E8B.11,WBGene00044265,Unknown,Unknown,Unknown
Y106G6D.6,WBGene00013702,Unknown,Unknown,Unknown
Y110A7A.21,WBGene00045212,Unknown,Unknown,Unknown
Y116F11A.6,WBGene00013819,Unknown,Unknown,Unknown
Y116F11B.2,WBGene00013820,Unknown,Unknown,Unknown
Y119C1B.6,WBGene00022472,Unknown,Unknown,Unknown
Y15E3A.3,WBGene00012442,Unknown,Unknown,Unknown
Y15E3A.5,WBGene00012444,Unknown,Unknown,Unknown
Y17D7C.6,WBGene00194680,Unknown,Unknown,Unknown
Y17G7B.21,WBGene00012472,Unknown,Unknown,Unknown
Y17G7B.23,WBGene00044030,Unknown,Unknown,Unknown
Y18H1A.14,WBGene00044461,Unknown,Unknown,Unknown
Y19D10A.11,WBGene00021226,Unknown,Unknown,Unknown
Y19D10B.4,WBGene00021233,Unknown,Unknown,Unknown
Y22D7AL.4,WBGene00021244,Unknown,Unknown,Unknown
Y22D7AR.2,WBGene00021256,Unknown,Unknown,Unknown
Y23H5B.3,WBGene00021274,Unknown,Unknown,Unknown
Y24F12A.3,WBGene00012498,Unknown,Unknown,Unknown
Y25C1A.14,WBGene00194985,Unknown,Unknown,Unknown
Y27F2A.8,WBGene00021299,Unknown,Unknown,Unknown
Y32B12B.2,WBGene00012522,Unknown,Unknown,Unknown
Y32B12C.3,WBGene00012526,Unknown,Unknown,Unknown
Y32F6A.6,WBGene00044209,Unknown,Unknown,Unknown
Y32G9B.1,WBGene00021309,Unknown,Unknown,Unknown
Y34D9A.3,WBGene00021329,Unknown,Unknown,Unknown
Y34F4.6,WBGene00189956,Unknown,Unknown,Unknown
Y37A1B.4,WBGene00012537,Unknown,Unknown,Unknown
Y37D8A.3,WBGene00012545,Unknown,Unknown,Unknown
Y37E11B.2,WBGene00021375,Unknown,Unknown,Unknown
Y38C1AA.9,WBGene00021400,Unknown,Unknown,Unknown
Y38E10A.3,WBGene00012581,Unknown,Unknown,Unknown
Y38H6C.23,WBGene00012634,Unknown,Unknown,Unknown
Y39A3CL.1,WBGene00021440,Unknown,Unknown,Unknown
Y39A3CL.4,WBGene00021442,Unknown,Unknown,Unknown
Y39B6A.37,WBGene00012695,Unknown,Unknown,Unknown
Y39B6A.43,WBGene00012701,Unknown,Unknown,Unknown
Y39B6A.5,WBGene00012668,Unknown,Unknown,Unknown
Y39F10C.3,WBGene00206368,Unknown,Unknown,Unknown
Y39G10AR.32,WBGene00219275,Unknown,Unknown,Unknown
Y39H10B.2,WBGene00044527,Unknown,Unknown,Unknown
Y41E3.22,WBGene00045146,Unknown,Unknown,Unknown
Y43F11A.4,WBGene00012844,Unknown,Unknown,Unknown
Y43F8A.1,WBGene00012808,Unknown,Unknown,Unknown
Y43F8B.1,WBGene00012812,Unknown,Unknown,Unknown
Y43F8B.10,WBGene00012820,Unknown,Unknown,Unknown
Y43F8B.15,WBGene00045415,Unknown,Unknown,Unknown
Y43F8B.20,WBGene00086559,Unknown,Unknown,Unknown
Y43F8B.23,WBGene00194815,Unknown,Unknown,Unknown
Y43F8B.24,WBGene00195176,Unknown,Unknown,Unknown
Y43F8B.25,WBGene00195177,Unknown,Unknown,Unknown
Y43F8C.16,WBGene00012837,Unknown,Unknown,Unknown
Y44A6D.2,WBGene00012853,Unknown,Unknown,Unknown
Y45F10B.13,WBGene00012875,Unknown,Unknown,Unknown
Y45F10D.14,WBGene00012892,Unknown,Unknown,Unknown
Y45F3A.1,WBGene00012859,Unknown,Unknown,Unknown
Y45F3A.4,WBGene00012861,Unknown,Unknown,Unknown
Y47D3A.32,WBGene00012938,Unknown,Unknown,Unknown
Y47D3B.12,WBGene00185055,Unknown,Unknown,Unknown
Y47D7A.11,WBGene00021623,Unknown,Unknown,Unknown
Y47D7A.13,WBGene00021625,Unknown,Unknown,Unknown
Y47D7A.17,WBGene00195160,Unknown,Unknown,Unknown
Y47G6A.36,WBGene00220165,Unknown,Unknown,Unknown
Y48G10A.6,WBGene00013023,Unknown,Unknown,Unknown
Y48G1BM.6,WBGene00021671,Unknown,Unknown,Unknown
