Sequence ID,Wormbase ID,Category 1,Category 2,Category 3
K05F6.1,WBGene00019412,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F07E5.1,WBGene00017207,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F58E1.11,WBGene00019042,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
K09F6.8,WBGene00019591,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.5,WBGene00019921,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F45D11.10,WBGene00018456,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C32B5.9,WBGene00016302,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C32B5.3,WBGene00016296,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
Y49F6B.3,WBGene00021716,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
Y63D3A.3,WBGene00013404,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F45D11.13,WBGene00018458,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F45C12.13,WBGene00018444,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C32B5.5,WBGene00016298,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
T08E11.5,WBGene00020361,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C46E10.5,WBGene00016711,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F36H5.11,WBGene00018109,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
Y17G9B.7,WBGene00021204,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
M151.8,WBGene00044314,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
ZK909.5,WBGene00014149,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F12E12.8,WBGene00044692,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.10,WBGene00019926,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.7,WBGene00019923,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C16A11.9,WBGene00045297,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.15,WBGene00045302,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F29A7.1,WBGene00017911,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
W06A11.3,WBGene00021054,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C32B5.17,WBGene00044419,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
K05F6.6,WBGene00019417,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
Y27F2A.5,WBGene00021297,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F45D11.8,WBGene00018454,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C30E1.5,WBGene00016254,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.9,WBGene00019925,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
K05F6.3,WBGene00019414,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
H11E01.1,WBGene00019186,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F12E12.9,WBGene00044693,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
C52E2.7,WBGene00016886,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F58E1.10,WBGene00019041,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.11,WBGene00019927,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
R07C3.14,WBGene00019930,Proteolysis proteosome,Proteolysis proteosome: E8,Proteolysis proteosome: E3: F box
F36H5.9,WBGene00018107,Proteolysis proteosome,Proteolysis proteosome: E9,Proteolysis proteosome: E3: F box
Y59A8A.1,WBGene00000813,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
B0025.2,WBGene00000814,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
Y38C1AA.2,WBGene00000815,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
Y55F3AM.15,WBGene00000816,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
B0547.1,WBGene00000817,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
Y67H2A.6,WBGene00000818,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
F45H11.2,WBGene00003587,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
R09B3.4,WBGene00006707,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
C26E6.8,WBGene00006735,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
Y51H4A.13,WBGene00013107,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
Y92H12A.2,WBGene00022358,Proteolysis proteosome,Proteolysis proteosome: NEDD,Proteolysis proteosome: NEDD
B0303.4,WBGene00015126,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
C46F11.6,WBGene00008121,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
F52C6.3,WBGene00018660,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
F52C6.4,WBGene00018661,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
F25D7.2,WBGene00009112,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
F46F11.4,WBGene00006726,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
ZK1010.1,WBGene00006728,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
C40H1.6,WBGene00008041,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
ZK652.3,WBGene00044324,Proteolysis proteosome,Proteolysis proteosome: ubiquitin,Proteolysis proteosome: ubiquitin
F28F8.6,WBGene00006446,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
ZK328.1,WBGene00000874,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
F07A11.4,WBGene00008547,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
F59E12.6,WBGene00019122,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
H12I13.1,WBGene00019190,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
K02C4.3,WBGene00010502,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
H19N07.2,WBGene00010406,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
C25D7.8,WBGene00007718,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
B0546.2,WBGene00015249,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
T05H10.1,WBGene00011507,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
T22F3.2,WBGene00020695,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
T24B8.7,WBGene00011980,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
Y46G5A.1,WBGene00012894,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
Y71A12B.9,WBGene00013506,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
F09D1.1,WBGene00017280,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
f30a10.10,WBGene00009267,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
T27A3.2,WBGene00020839,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
Y55F3AM.9,WBGene00021926,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
Y67D2.2,WBGene00022052,Proteolysis proteosome,Proteolysis proteosome: Ubiquitin peptidase,Proteolysis proteosome: Ubiquitin peptidase
Y55F3AM.12,WBGene00021929,RNA processing,RNA processing,RNA processing: decapping
C56G2.1,WBGene00016977,RNA: binding,RNA: binding,RNA: binding
C23H3.3,WBGene00016019,RNA: binding,RNA: binding,RNA: binding
R74.5,WBGene00011279,RNA: binding,RNA: binding,RNA: binding
B0024.11,WBGene00007101,RNA: binding,RNA: binding,RNA: binding
B0205.8,WBGene00015022,RNA: binding,RNA: binding,RNA: binding
C47B2.9,WBGene00008134,RNA: binding,RNA: binding,RNA: binding
F46F11.2,WBGene00000473,RNA: binding,RNA: binding,RNA: binding
D1037.1,WBGene00017025,RNA: binding,RNA: binding,RNA: binding
D2005.1,WBGene00008397,RNA: binding,RNA: binding,RNA: binding
E02D9.1,WBGene00017098,RNA: binding,RNA: binding,RNA: binding
T01D1.2,WBGene00001340,RNA: binding,RNA: binding,RNA: binding
F35H8.5,WBGene00001368,RNA: binding,RNA: binding,RNA: binding
C27H5.3,WBGene00016173,RNA: binding,RNA: binding,RNA: binding
T07F8.3,WBGene00001597,RNA: binding,RNA: binding,RNA: binding
H28G03.1,WBGene00019249,RNA: binding,RNA: binding,RNA: binding
Y73B6BL.33,WBGene00022253,RNA: binding,RNA: binding,RNA: binding
C44B7.2,WBGene00016624,RNA: binding,RNA: binding,RNA: binding
K07H8.9,WBGene00019509,RNA: binding,RNA: binding,RNA: binding
M01D7.9,WBGene00044897,RNA: binding,RNA: binding,RNA: binding
H28O16.2,WBGene00010420,RNA: binding,RNA: binding,RNA: binding
AH6.5,WBGene00003231,RNA: binding,RNA: binding,RNA: binding
R10E9.1,WBGene00003423,RNA: binding,RNA: binding,RNA: binding
R03D7.7,WBGene00003783,RNA: binding,RNA: binding,RNA: binding
Y49E10.14,WBGene00004027,RNA: binding,RNA: binding,RNA: binding
Y53C12B.2,WBGene00013144,RNA: binding,RNA: binding,RNA: binding
F52E1.1,WBGene00004078,RNA: binding,RNA: binding,RNA: binding
